status,issue,primary finding,title,validator 1 comment,validator 2 comment,merged root cause
Unsatisfactory,validation-113,,Whitelisting available on deploy for anyone.,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,validation-316,,Whitelist Griefing With Dust in `Whitelist.sol` when `_isSelfWhitelistDisabled` is False.,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,validation-444,,Unsetting `self-whitelist` on construction allows Attackers to whitelist themselves even if the Project plan was to disable self-whitelist,Intended design,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,validation-485,,Missing _selfWhitelistDisabled = true in constructor allows anyone to receive a guaranteed spot in whitelist,Intended design,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,validation-552,,Users can whitelist post-deployment by sending ETH,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Variable not initialized allows whitelist front-running,"https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L29,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L48-L51"
Unsatisfactory,findings-18,,Non-malicious users can be griefed from getting whitelisted,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-148,,The attacker can seize all whitelists,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-406,,_isSelfWhitelistDisabled Vulnerable to Sybil Attacks,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-498,,Attacker can make 0 msg.value receive() function calls to spam the whitelist,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-55,,Whitelist can be indefinitely bricked by adding large amount of addresses using `receive()` to self whitelist,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-619,,Self-whitelist with ETH transfer via `Whitelist::receive` can be easily abused to cause Denial-of-service (DOS) on token transfers during whitelist period,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-669,,Selfwhitelisting option combined with allowedWhitelistedIndex would result in restricting legit addresses,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-681,,Attackers can make users not allowed for whitelist when Self Whitelist gets enabled,Intended design. Owner can increase allowedWhitelistedIndex by blacklistedCount,Self-whitelisting sybil attack,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L72
Unsatisfactory,validation-188,,Multisig Wallets Cannot Get White-listed Due to the `transfer()` Function Gas Constraint,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-201,,Use call() instead of transfer() when transferring ETH in Whitelist.sol,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-203,,"`Whitelist:: receive` uses `transfer` to handle eth transfer, which will fail for smart accounts, multisig wallets",Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-443,,using `transfer()` instead of `call()` prevents Smart Contract Wallets from Self-whitelisting,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-449,,Use `address.call{value:x}()` instead of `payable.transfer()`.,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-452,,Using transfer instead of low level call,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-484,,Self-whitelist doesn't work if msg.sender is a contract,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-52,,Possible denial of service when Self-whitelisting with smart contract account ,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-642,,transfer(...) function in Whitelist(...) can be replaced by a direct call,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-66,,Use of solidity's .transfer makes self-whitelisting inaccessible to smart wallets like Safe,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-668,,Avoid using of transfer(),Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-71,,Risky use of `transfer` during self whitelist,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-73,,`call()` should be used instead of `transfer()` when transferring ETH,Low QA frequently reported by the bots,No support for contracts to be self-whitelisted. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/hardhat-vultisig/contracts/Whitelist.sol#L73
Unsatisfactory,validation-273,,The schedules can be overlapped due to improper check.,Working as intended as circumvented by lastEnd. Project admin should not commit such mistakes,Owner mistake in setting start and end. QA at best.,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/base/ILOVest.sol#L41-L48
Unsatisfactory,validation-546,,`ILOVest`'s vest schedule is incorrectly validated which breaks key invariant of Vesting,Working as intended as circumvented by lastEnd. Project admin should not commit such mistakes,Owner mistake in setting start and end. QA at best.,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/base/ILOVest.sol#L41-L48
Unsatisfactory,validation-649,,Lack of proper validation makes it possible to start a pool with a start and end date that is in the past ,Unlikely to happen,Owner mistake in setting start and end. QA at best.,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/base/ILOVest.sol#L41-L48
Unsatisfactory,validation-366,,"Missing vesting end date check on `ILOVest::_validateVestSchedule` leads to pool creations with unfair vesting schedule for investors, allowing a project team member to claim the his part of the raised tokens instantly after the vesting period starts",Working as intended as circumvented by lastEnd,Incomplete schedule validation allowing owner to have an unfair vesting,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/base/ILOVest.sol#L43
Unsatisfactory,validation-314,,Missing Percentage Checks on `ILOManager::setPlatformFee` & `ILOManager::setPerformanceFee`,Low QA on boundary checks,Owner mistake while setting fees. QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L149-L157
Unsatisfactory,findings-24,,DoS: The `initProject` function can be subject to a denial-of-service (DoS) attack if a malicious attacker creates a `WETH/VULT` pool on Uniswap V3 and initializes the initial price incorrectly earlier.,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,findings-46,,ILO pool launches can be prevented by initializing the pool or the project beforehand,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,findings-7,,Projects that want to create an ILO sale via the ILOManager contract will be dosed,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-150,,initProject may be blocked by attacker,Intended design,Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-371,,Potential DoS Vulnerability in Uniswap v3 Pool Initialization,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-453,,initProject() can be DOSed if the project is for existing UniV3 pool,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-487,,A project can't be initialized if `saleToken/raiseToken` pool is created earlier,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-597,,Invalid validation prevents admin of project from initializing price,"Analyzer: L-5, L-16",Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,validation-672,,DOS in project initialization due to price slippage,Intended design,Pool already exists with different price,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L190
Unsatisfactory,findings-49,,New ILO Pools can be initialized for a project that has ongoing sales affecting its previous buyers,Admin is trusted,several DoS vector for pool launch,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L193C9-L195C10
Unsatisfactory,validation-5,,Any investor can prevent pool from being launched by refunding his tokens,It's being governed by _project.refundDeadline,several DoS vector for pool launch,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L193C9-L195C10
Unsatisfactory,validation-679,,Attacker can DOS attack by claiming refund for ILOPools,It's being governed by _project.refundDeadline,several DoS vector for pool launch,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L193C9-L195C10
Unsatisfactory,findings-23,,The `ILOManager.initProject` function can be frontrun,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,findings-29,,Potential Front-Run with a Different `initialPoolPriceX96` to cause DoS,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,findings-3,,Attacker can DoS ILO Creation,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,findings-56,,Frontrunable ILOManager.initProject and no means to delete _cachedProject mappings allows for DOS,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,findings-8,,Project admins can be frontruned by a malicious user when creating a new ILOPool,onlyProjectAdmin,front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-106,,Adversaries can front-run initProject function to prevent actual project's owner from launching ILO with the protocol,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-107,,User can be grief attacked when creating a project,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-119,,An attacker can frontrun `initProject()` by calling `initProject()` to DOS `initILOPool()` ,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-128,,Front running attack to initialize function in ILOManager,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-152,,An attacker can call initILOPool first to become admin,onlyProjectAdmin,front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-166,,Race Condition in `initialize` Function Leading to Unauthorized Manager Assignment,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-231,,Attacker can squat pool addresses to prevent official deployments and trap users funds,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-281,,initProject() can be frontrun ,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-29,,Malicious user can frontrun initProject() to DoS the honest project,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-302,,Attacker can prevent new Project creation by front-running and cause DoS.,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-31,,Attacker can frontrun initProject() by creating a uniswap pool to completely DoS the project,Intended design,front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-312,,ILOManager.sol can be initialized by anybody,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-333,,Attacker can front-run `initProject()` to cause launch to fail,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-367,,Attacker Can Front-Run User's Projects,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-390,,An attacker can frontrun `initProject()` by directly deploying/manipulating the uniswapV3 pool to DOS `initProject()`,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-410,,Malicios user can frontrun call to initProject and cause honest transactions to create a project revert. A party with enough funds can DoS an ILO launch.,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-415,,ILOManager Initializer,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-434,,The `initProject` function should have a modifier that checks if `msg.sender` has proper access,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-468,,Front-running in project initialization will lock ILO pool process creation for uniswapV3 address,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-470,,Denial of Service (DoS) Attack on Project Initialization via Front-Running,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-489,,Anyone can call `initProject()` function to update the project fees and make other critical changes,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-493,,"frontrunning every call to ""initProject"" will avoid any creator from using it","Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-50,,Anyone can become manager of a pool,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-555,,Attacker can frontrun creator of project to deny admin ownership,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-574,,"`ILOManager::initialize` misses `onlyOwner` modifier, and a malicious user can frontrun `initialize` function.","Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-600,,Front-run to block valid projects initialization,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-632,,Attacker can frontrun a project deployment and take ownership,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-633,,"`initProject` is prone to Denial-Of-Service attacks, preventing users from creating new projects","Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-636,,Project initialization can be DOS'ed,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-640,,"Using `MANAGER = msg.sender` in `initialize()` function of `ILOPool.sol` , can give Managerial access to anyone who calls the contract leading to weak access control vulnerability.","Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-644,,Front-Running Vulnerability in initProject in ILOmanager Causing Project unable to use ILO Pool,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-651,,"`ILOManager::initProject` can be frontrunned by a malicious user, which might make the entire protocol unusable, and can cause loss of funds.","Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-666,,Anyone can call function initialize(),"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-72,,`ILOManager.sol#initProject` function can be frontrun.,"Analyzer: L-5, L-16",front-running initialization. seems qa,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L57-L65
Unsatisfactory,validation-28,,Malicious project can set `launchTime` much earlier to bypass `DEFAULT_DEADLINE_OFFSET`,Project admin should be trusted on boundary limits,Lack of check that launchTime is greater than block.timestamp,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L58
Unsatisfactory,validation-282,,Project's launch time can be set in past ,Project admin should be trusted on boundary limits,Lack of check that launchTime is greater than block.timestamp,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L58
Unsatisfactory,validation-361,,"In the initProject function, the launchTime check is missing.",Project admin should be trusted on boundary limits,Lack of check that launchTime is greater than block.timestamp,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L58
Unsatisfactory,validation-480,,Anyone cannot `claimRefund` due to incorrect assumption of `refundDeadline`.,Refund still possible if launch fails,Refund is not possible either before or after launch,"https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L58,https://github.com/code-423n4/2024-06-vultisig/blob/cb72b1e9053c02a58d874ff376359a83dc3f0742/src/ILOPool.sol#L342"
Unsatisfactory,validation-16,,DOS attack prevent initiating new ILOPools,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-199,,Malicious actor can frontrun pool creation by deploying clone at deterministic address,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-260,,Salt used for creating clones is broken,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-300,,Possible front-running griefing attack on `ILOManager::initILOPool`,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-365,,Initing ILO pools is vulnerable to reorg attacks/front run,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-409,,`initILOPool()` may cause front-running griefing attack on NFT creations.,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-45,,Possible griefing attack on the `initILOPool(...)` function due to how `Clones.cloneDeterministic(...)` function is used.,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-531,,Salt creation does not include msg.sender,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,validation-590,,Vulnerability in Deterministic Cloning with Predictable Salt,Infeasible,Front-run deterministic deployement,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L78-L84
Unsatisfactory,findings-22,,The `sqrtRatioUpperX96` should be greater than the `initialPoolPriceX96` when initializing the `ILOPool` in the `ILOManager.initILOPool`,Low QA on boundary checks (admin call),Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,findings-33,,The price range configuration is flawed in `ILOManager.initILOPool`.,Low QA on boundary checks (admin call),Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-130,,Missing check for correct pool intialization allows project admin to intialize pool with incorrect price range,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-144,,"[M-01] Out-of-range ILOPool can be created, leading to an inactive liquidity position",Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-149,,Incorrect price limits during the initILOPool process may lead to incorrect pricing.,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-207,,Insufficient check for `initialPoolPriceX96 ` ,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-323,,Incorrect range validation in `initILOPool()`,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-379,,Initial price can be set outside of the price range.,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-48,,Wrong initialPoolPriceX96 upper tick comparison,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-481,,Invalid pool can be initialized,Intended design,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-623,,initILOPool function allows _project.initialPoolPriceX96 to be more than sqrtRatioUpperX96,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-638,,"The function ILOManager.initILOPool() does not successfully check that the given ticks from a user include the current price of the pool, leading to a wrongful allocation of funds.",Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-648,,Invalid validation for pool price range,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-686,,Miscalculate amount of liquidity and amount of token ,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-99,,`ILOManager.sol#initILOPool` function has error on validating initial pool price.,Low QA on boundary checks,Incorrect price validation,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOManager.sol#L90
Unsatisfactory,validation-625,,Unsafe use of `_mint` instead of `_safeMint`,Analyzer: M-2,Use safeMint instead of mint. This is QA at best,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L144
Unsatisfactory,validation-635,,Hardcoded 0 value in tokenOfOwnerByIndex disallows investor from using another tokenId during buy(),Transfer the other to another controlled address then,User can only add liquidity to one position,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L147
Unsatisfactory,validation-159,,Whitelist doesn't matter,Commonly known issue,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Unsatisfactory,validation-622,,`Whitelist._maxAddressCap` can be bypassed when claiming `$VULT` tokens,We only add limitations for buy actions via uniswap v3 pool,Users can bypass max limit by transferring the sale NFT. This seems like QA,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L151
Unsatisfactory,findings-19,,The late claimers are unable to claim their positions because of an incorrect calculation of fees in the function `ILOPool.claim`,Incorrect assumptions,Incorrect computation of fees ,https://github.com/code-423n4/2024-06-vultisig/blob/main/src/ILOPool.sol#L184-L261
